title,appeared,type,lastActivity,repos,country
SL,1988,pl,1988,0,World
SLIPS,1984,pl,1984,0,World
SLOG,1985,pl,1985,0,World
Smalltalk/V,1986,pl,1986,0,World
SMART,1964,pl,1964,0,World
SMDL,2010,pl,2010,0,World
SMOKE,1992,pl,1992,0,World
SMSL,1995,pl,1995,0,World
Snostorm,1984,pl,1984,0,World
Symbolic Optimal Assembly Program,1955,assembly,1955,0,World
SoQL,2009,queryLanguage,2009,0,World
Spec,1990,pl,1990,0,World
SPRINT,1967,pl,1967,0,World
SQLMP,1991,pl,1991,0,World
SQUARE,1975,pl,1975,0,World
SR,1988,pl,1988,0,World
STOICAL,2000,pl,2000,0,World
StreamIt,1992,pl,1992,0,World
Sue,1971,pl,1971,0,World
SUMMER,1980,pl,1980,0,World
SuperForth,2022,pl,2022,0,World
SUPERMAC,1979,pl,1979,0,World
SVL,1994,pl,1994,0,World
SYMBAL,1972,pl,1972,0,World
SymbMath,1999,pl,1999,0,World
SYNTEX,1972,pl,1972,0,World
TACTICS,1972,pl,1972,0,World
TALE,1986,pl,1986,0,World
TALL,1962,pl,1962,0,World
TeLa,2000,pl,2000,0,World
TEMPO,1995,pl,1995,0,World
TOMAL,1975,pl,1975,0,World
TRACE,1967,pl,1967,0,World
TRANSCODE,1953,pl,1953,0,World
TRANSLANG,1970,pl,1970,0,World
TRIO,1990,pl,1990,0,World
TRIPLE,2002,pl,2002,0,World
TS,1988,pl,1988,0,World
TWO-D,1971,pl,1971,0,World
twoducks,2006,esolang,2006,0,World
UC,1995,pl,1995,0,World
VEX,1995,notation,1995,0,World
Visual,2000,pl,2000,0,World
WIZOR,1962,pl,1962,0,World
Xmind Format,2007,xmlFormat,2007,0,World
ycp,2005,pl,2005,0,World
yoga,2020,pl,2020,0,World
Zed,1978,pl,1978,0,World
zish,2017,dataNotation,2017,0,United Kingdom
A51 Assembly,1988,assembly,1988,0,World
Aardappel,1997,pl,1997,0,World
ABC ALGOL,1973,pl,1973,0,World
Actors,1971,pl,1971,0,World
ADES II,1955,pl,1955,0,World
ADES,1955,pl,1955,0,World
ADLIB,1980,pl,1980,0,World
AIDS,1970,pl,1970,0,World
ALDES,1976,pl,1976,0,World
ALLO,1995,pl,1995,0,World
ALPS,1988,pl,1988,0,World
Amber,1984,pl,1984,0,World
AMBUSH,1971,pl,1971,0,World
AMPPL-I,1968,pl,1968,0,World
Amulet,1996,pl,1996,0,World
And/Or,1980,pl,1980,0,United States
Andante,1980,pl,1980,0,United States and Sweden
Andorra-I,1991,pl,1991,0,Portugal and England
ANS MUMPS,1977,pl,1977,0,United States
ANSI BASIC,1980,pl,1980,0,United States
APAR,1958,pl,1958,0,United States
APAREL,1969,pl,1969,0,United States
APL/Z80,1979,pl,1979,0,United States
APLGOL-2,1973,pl,1973,0,United States
APLGOL,1972,pl,1972,0,United States
APOSTLE,1996,pl,1996,0,United Kingdom
APPL/A,1995,pl,1995,0,United States
APPLOG,1986,pl,1986,0,Israel
APROL,1998,pl,1998,0,United States
AQL,1977,pl,1977,0,Italy
Aquarius Prolog,1989,pl,1989,0,United States and France
ARABLAN,1995,pl,1995,0,Bahrain
ARCHI,1986,pl,1986,0,United States
Arjuna,1989,pl,1989,0,United Kingdom
ARK,2002,pl,2002,0,United Kingdom
Armani,1999,pl,1999,0,United States
ASF+SDF,1993,pl,1993,0,Netherlands
ASPEN,1977,pl,1977,0,United States
associons,1972,pl,1972,0,The Netherlands
Asspegique,1985,pl,1985,0,France
ASTLOG,1997,pl,1997,0,United States
ATOL,1979,pl,1979,0,United Kingdom
AUTASIM,1974,pl,1974,0,United States
AUTODRAFT,1965,pl,1965,0,United States
AUTOGRP,1972,pl,1972,0,United States
AUTOMAST,1966,pl,1966,0,United States
Avalon/Common LISP,1990,pl,1990,0,United States
B4Tran,1975,pl,1975,0,United States
BALG,1975,pl,1975,0,Germany
BALM,1969,pl,1969,0,United States
BALSA,1998,pl,1998,0,England
Baltík,1996,pl,1996,0,The Czech Republic
Bartok,2001,pl,2001,0,United States
Basic PDP-1 Lisp,1963,pl,1963,0,United States
BASIL,1979,pl,1979,0,United States
BC NELIAC,1962,pl,1962,0,United States
BDL,1987,pl,1987,0,United States
BEDSOCS,1973,pl,1973,0,United States
BESYS,1958,pl,1958,0,Unknown
Beta-Prolog,1992,pl,1992,0,Japan
BGRAF2,1975,pl,1975,0,Israel
BHSL,1966,pl,1966,0,United States
Bigloo,1995,pl,1995,0,France
BIOMOD,1970,pl,1970,0,United States
BIOSSIM,1978,pl,1978,0,United States
BLAZE,1985,pl,1985,0,United States
BLOOMS,1997,pl,1997,0,Italy
BMD,1961,pl,1961,0,United States
Bob,1991,pl,1991,0,United States
BOIL,1998,pl,1998,0,Germany
Booster,1989,pl,1989,0,The Netherlands
Borneo,1998,pl,1998,0,United States
Bounce,1994,pl,1994,0,World
Boxer,1985,pl,1985,0,United States
BPL,1978,pl,1978,0,United Kingdom
Basic Petri Net Programming Notation,1992,pl,1992,0,Germany and United Kingdom
Brisk,1995,pl,1995,0,England
BSML,1996,pl,1996,0,United States and China
BSP,1989,pl,1989,0,Canada and England
BUGSYS,1964,pl,1964,0,United States
Butterfly Common LISP,1993,pl,1993,0,United States
ByteLisp,1965,pl,1965,0,United States
C Header Files,1972,headerLang,1972,0,World
CABAL,1997,pl,1997,0,England
Cactus,1998,pl,1998,0,Greece
cado-systems-technical-information,1973,pl,1973,0,Ireland
CAGES,1973,pl,1973,0,United States
CAISYS,1973,pl,1973,0,United States
CAMAC,1979,pl,1979,0,United States
CAMIL,1978,pl,1978,0,United States
Cantor,1987,pl,1987,0,United States
Common Authentication Protocol Specification Language,1996,pl,1996,0,United States
Capsule,1981,pl,1981,0,United States
CASSANDRE,1967,pl,1967,0,France
Catalysis,1998,pl,1998,0,United States
CAYLEY,1975,pl,1975,0,Australia
CCEL,1993,pl,1993,0,United States
Cedar Fortran,1984,pl,1984,0,United States
CELIP,1990,pl,1990,0,Germany
CELLSIM,1973,pl,1973,0,United States
Ceprol,1985,pl,1985,0,Germany
CHAMP,1968,pl,1968,0,United States
CHARM++,1993,pl,1993,0,United States
Charrette Ada,1980,pl,1980,0,United States
CHARYBDIS,1967,pl,1967,0,United States
ChemTrains,1992,pl,1992,0,United States
Chronolog,1985,pl,1985,0,Australia
ChronologMC,1996,pl,1996,0,Australia
ChronologZ,1993,pl,1993,0,Australia and Canada
cimfast,1991,pl,1991,0,United States
CIMS PL/I,1970,pl,1970,0,United States
CL-I,1960,pl,1960,0,United States
Clascal,1983,pl,1983,0,United States
Classic-Ada,1992,pl,1992,0,United States
Clear Language for Expressing Orders,1963,pl,1963,0,United Kingdom
CLeogo,1998,pl,1998,0,New Zealand
CLEOPATRA,1973,pl,1973,0,United States
CLOVER,1996,pl,1996,0,United Kingdom
CLP*,1989,pl,1989,0,United States
CMN,1990,pl,1990,0,Various countries in Western Europe
COBLOC,1964,pl,1964,0,United States
CODIL,1970,pl,1970,0,United Kingdom
CogMap,1992,pl,1992,0,United Kingdom
COLASL,1962,pl,1962,0,United States
COLD-K,1989,pl,1989,0,The Netherlands
Complex-Prolog,1989,pl,1989,0,Italy
Computer Compiler,1969,pl,1969,0,United States
COMSL,1970,pl,1970,0,United States
ConC,1991,pl,1991,0,United States
Concert/C,1993,pl,1993,0,United States
CONCUR,1981,pl,1981,0,United States
Concurrent Pascal,1972,pl,1972,0,United States
conGolog,1994,pl,1994,0,Canada
ConMan,1988,pl,1988,0,United States
CONNIVER,1973,pl,1973,0,United States
ConstraintLisp,1992,pl,1992,0,Singapore
CONTRANS,1960,pl,1960,0,United States
COPAS,1981,pl,1981,0,United Kingdom
CORAL 64,1964,pl,1964,0,United Kingdom
Coral++,1993,pl,1993,0,United States
CORC,1963,pl,1963,0,United States
CosmicOS,2000,pl,2000,0,United States
COSMO,2001,pl,2001,0,Czech Republic
CQLF,1982,pl,1982,0,United States
CQL++,1992,pl,1992,0,United States
CSMP,1965,pl,1965,0,The Netherlands
CSP-OZ-DC,2002,pl,2002,0,Germany
CSP-OZ,1997,pl,1997,0,Germany
CSSA,1979,pl,1979,0,Germany
Culler-Fried System,1961,pl,1961,0,United States
CuPit-2,1997,pl,1997,0,Germany
cuscus,2019,pl,2019,0,United Kingdom
CypherText,1970,pl,1970,0,United States
D4,2001,queryLanguage,2001,0,World
DAG,1989,pl,1989,0,United States
DAP-Algol,1985,pl,1985,0,England
DartCVL,1995,pl,1995,0,United States
DATA-TEXT,1967,pl,1967,0,United States
DATAN,1966,pl,1966,0,United States
DEACON,1962,pl,1962,0,United States
DeBuMa,1988,pl,1988,0,France
DEM,1996,pl,1996,0,Japan
DESCRIPTRAN,1963,pl,1963,0,United States
DETAB/65,1964,pl,1964,0,United States
DETAB-X,1960,pl,1960,0,United States
DETAP,1965,pl,1965,0,United States
Deva,1993,pl,1993,0,Germany
DFL,1983,pl,1983,0,United States
DIAMAG,1966,pl,1966,0,France
DIGRAF,1977,pl,1977,0,United States
Diplans,1988,pl,1988,0,United States
Distributed Processes,1978,pl,1978,0,United States
DITRAN,1967,pl,1967,0,United States
DITROFF/FFORTID,1985,pl,1985,0,Israel
DITROFF,1982,pl,1982,0,United States and Israel
DMAP,1975,pl,1975,0,United States
DOE Macsyma,1984,pl,1984,0,United States
DOLPHIN,1970,pl,1970,0,England
DOWL,1993,pl,1993,0,Germany
DPRL,1990,pl,1990,0,United States
DRL,1997,pl,1997,0,Spain
DROL,2000,pl,2000,0,Japan
DSL/90,1965,pl,1965,0,United States
DYSTAL,1965,pl,1965,0,United States
EAS-E,1983,pl,1983,0,United States
EASL,1966,pl,1966,0,United States
EASY ENGLISH,1968,pl,1968,0,United States
Eclectic CSP,2000,pl,2000,0,United Kingdom
ECT,1971,pl,1971,0,Canada and Australia
Edinburgh LCF,1979,pl,1979,0,Poland
EDSAC Initial Orders,1948,assembly,1948,0,United Kingdom
EDSIM,1977,pl,1977,0,United Kingdom
EDUCE*,1990,pl,1990,0,Germany
EGS4,1985,pl,1985,0,Canada
EL1,1970,pl,1970,0,United States
Ellie,1990,pl,1990,0,Denmark
ELMOL,1970,pl,1970,0,United States
Emily,1970,os,1970,0,United States
EPILOG,1981,pl,1981,0,Portugal
EQLog,1986,pl,1986,0,United States
EQUATE,1991,pl,1991,0,United States
ERROL,1983,pl,1983,0,Israel
Ethereum Virtual Machine,2015,vm,2015,0,Canada
Etude,1979,pl,1979,0,United States
FAC,1986,pl,1986,0,Unknown
FAD,1987,pl,1987,0,France and United States
FCPU,1970,pl,1970,0,Sweden
Fickle,2000,pl,2000,0,Italy and United Kingdom
FLENG++,1989,pl,1989,0,United States
flexbuffers,2014,idl,2014,0,United States
Flora,1995,pl,1995,0,France
foogol,1985,pl,1985,0,Germany
FORAL LP,1978,pl,1978,0,United States
FORAL,1975,pl,1975,0,United States
FORALL,1980,pl,1980,0,Australia
Fork95,1995,pl,1995,0,Germany
FORMS/3,1990,pl,1990,0,United States
Fortran 8x,1989,pl,1989,0,United States
FORTRAN CEP,1963,pl,1963,0,Italy
Fortran D,1991,pl,1991,0,United States
FORTRAN II,1958,pl,1958,0,United States
Fortran M,1992,pl,1992,0,United States
FP2,1986,pl,1986,0,France
FRAN,1997,pl,1997,0,United States
g-2,1992,pl,1992,0,United States
Gargoyle,1964,pl,1964,0,Norway
GASP II,1967,pl,1967,0,United States
GAT,1959,pl,1959,0,United States
GaussFit,1986,pl,1986,0,United States
GCP,1985,pl,1985,0,Sweden
GDPL,1984,pl,1984,0,United States
Gedanken,1969,pl,1969,0,United States
Generic Haskell,2000,pl,2000,0,Sweden and Netherlands and United Kingdom
GENTRAN 90,1990,pl,1990,0,The Netherlands
GENTRAN,1984,pl,1984,0,The Netherlands
GCC GIMPLE,2003,ir,2003,0,United States
gitignore,2005,configFormat,2005,0,World
GKS,1983,pl,1983,0,United States
GLIDE,1977,pl,1977,0,United States
GLU,1995,pl,1995,0,United States
Glue-Nail,1991,pl,1991,0,Canada and South Africa
GPDS,1970,pl,1970,0,United States
GPGS,1977,pl,1977,0,The Netherlands and United States
GPSS/360,1967,pl,1967,0,United States
GPSS FORTRAN,1976,pl,1976,0,Germany
GQL,1980,pl,1980,0,United Kingdom
GRAD Assistant,1965,pl,1965,0,United States
GraphLog,1988,pl,1988,0,Canada
GRAPHOS,1972,pl,1972,0,Israel
Graqula,1993,pl,1993,0,United States and South Korea
GROUPLOG,2000,pl,2000,0,Portugal
GSBL,1988,pl,1988,0,Spain
GVL,1990,pl,1990,0,Canada and Germany
GXL,2000,pl,2000,0,Canada and Germany
Gypsy,1976,pl,1976,0,United States
Hank,1996,pl,1996,0,England
Haskell#,1991,pl,1991,0,Brazil
HASL,1982,pl,1982,0,Canada
HERAKLIT,1987,pl,1987,0,Germany
Hermes,1990,pl,1990,0,Canada
HiQ,1998,pl,1998,0,United States
HMSL,1980,pl,1980,0,United States
HOL,1985,pl,1985,0,United Kingdom
HOLCF,1994,pl,1994,0,Germany
honu,2012,pl,2012,0,United States
HP-PASCAL,1984,pl,1984,0,United States
HPRL,1982,pl,1982,0,United States
HSL,1991,pl,1991,0,United States
HSML,1998,pl,1998,0,Canada
HTEL,1999,pl,1999,0,Denmark
HYPAC,1970,pl,1970,0,United States
Hyperflow,1993,pl,1993,0,United States
Hyperlisp,1971,pl,1971,0,United States
Hyperlog,1996,pl,1996,0,United Kingdom
HYTRAN,1963,pl,1963,0,United States
IAM,1968,pl,1968,0,United States
IB-Templog,1987,pl,1987,0,Taiwan or R.O.C
IBM Logo,1983,pl,1983,0,United States
Integrated Civil Engineering System,1961,standard,1961,0,United States
ICETRAN,1965,pl,1965,0,United States
ICOT,1995,pl,1995,0,South Korea
IMP72,1972,pl,1972,0,United States
Industrial Modeling and Programming Language,2019,pl,2019,0,United States
INMAGIC,1983,pl,1983,0,United States
Inscan,1968,pl,1968,0,United States
INTERCELLAS,1977,pl,1977,0,Hungary
InterCONS,1995,pl,1995,0,United States
Interlisp-VAX,1981,pl,1981,0,United States
IPL-V,1957,pl,1957,0,United States
IQF,1975,pl,1975,0,United States
Isabelle-91,1991,pl,1991,0,United Kingdom
Isabelle/HOL,1997,pl,1997,0,Australia and Germany
ISIS,1995,pl,1995,0,United States
ISPL,1971,pl,1971,0,United States
IVTRAN,1966,pl,1966,0,United States
JACAL,2008,pl,2008,0,United States
jBC,1989,pl,1989,0,Switzerland
JFugue,2002,pl,2002,0,United States
JMSL,1986,pl,1986,0,United States
JOSS II,1965,pl,1965,0,United States
JSyn,2010,pl,2010,0,United States
Juno,1985,pl,1985,0,United States
KAIL,1976,pl,1976,0,United States
Kaleidoquery,1998,pl,1998,0,United Kingdom
Kaleidoscope'90,1990,pl,1990,0,United States and Canada
Kaleidoscope'91,1991,pl,1991,0,United States
KEE,1984,pl,1984,0,United States
KEK-NODAL,1985,pl,1985,0,Japan
kew,2004,pl,2004,0,United Kingdom
KeyKit,1995,pl,1995,0,United States
Kiev,2002,pl,2002,0,Unknown
King Kong,1991,pl,1991,0,United States
KL-ONE,1977,pl,1977,0,Sweden
KLIPA,1960,pl,1960,0,Poland
KRL-0,1977,pl,1977,0,United States
KRS,1987,pl,1987,0,Canada
KRYPTON,1983,pl,1983,0,United States
Kvikkalkul,2003,pl,2003,0,Sweden
Kylix,2000,pl,2000,0,United States
LABTRAN,1972,pl,1972,0,United States
Larch,1985,pl,1985,0,United States
LAURE,1989,pl,1989,0,France
LCF,1972,pl,1972,0,United States and Scotland
LCL,1991,pl,1991,0,United States
LDL1,1987,pl,1987,0,United States
LEGOL,1974,pl,1974,0,England
Leogo,1997,pl,1997,0,New Zealand
Leopard,2007,pl,2007,0,Unknown
LGDF,1986,pl,1986,0,United States
Libra,2020,pl,2020,0,Australia
Lincoln Reckoner,1965,pl,1965,0,United States
Lingua Graphica,1992,pl,1992,0,United States
LiSEB,1994,pl,1994,0,Italy
LISP A,1968,pl,1968,0,Sweden
LOCS,1965,pl,1965,0,United States
Logicon,1986,pl,1986,0,Canada
LOGIST,1980,pl,1980,0,France
Logres,1990,queryLanguage,1990,0,Italy
LogScheme,1990,pl,1990,0,United States
Lola-2,1994,pl,1994,0,Switzerland
LOTIS,1969,pl,1969,0,Switzerland
LOTOS,1989,pl,1989,0,Spain
LPL,1973,pl,1973,0,United States
LRLTRAN,1968,pl,1968,0,United States
Lucinda,1991,pl,1991,0,England
M-LISP,1991,pl,1991,0,United States
MacAims,1968,pl,1968,0,United States
MACE,1989,pl,1989,0,United States
Machiavelli,1989,pl,1989,0,United States
Macro SPITBOL,1971,pl,1971,0,United States and England
Magma2,1984,pl,1984,0,Italy
magritte,2019,pl,2019,0,Japan
MALUS,1970,pl,1970,0,United States
ManuScript,2009,pl,2009,0,United States
MAP,1960,assembly,1960,0,World
Marlais,1995,pl,1995,0,Unknown
Mary/2,1984,pl,1984,0,United States
MASIM,1985,pl,1985,0,Austria
Mathsy,1980,pl,1980,0,United States
MATRIX PASCAL,1983,pl,1983,0,United States
MCOBOL,1980,pl,1980,0,United Kingdom
MDBS-QRS,1981,queryLanguage,1981,0,United States
MEDIC,1980,pl,1980,0,Italy
Megalog,1991,pl,1991,0,Germany
Mercury Programming System,1960,pl,1960,0,United States
Meroon,1991,pl,1991,0,France
Meta-Assembler,1977,assembly,1977,0,United States
META/LISP,1970,pl,1970,0,United States
MetaML,1997,pl,1997,0,United States
METAPI,1967,pl,1967,0,United States
METASIM,1973,pl,1973,0,United States
METATEM,1989,pl,1989,0,United Kingdom
Micro-flowcharts,1959,pl,1959,0,United States
MICRODARE,1979,pl,1979,0,United States
microTAL,1981,pl,1981,0,United States
MiKe,2022,pl,2022,0,United States
Mini-ML,1986,pl,1986,0,United States
MINION,1989,pl,1989,0,United States
MINIVITAL,1974,pl,1974,0,United States
MINOPT,1998,pl,1998,0,United States
MIRAGER,1971,pl,1971,0,United States
Miranim,1985,pl,1985,0,Canada
MIRFAC,1962,pl,1962,0,United Kingdom
Mizar,1973,pl,1973,0,Canada
MLISP2,1972,pl,1972,0,United States
mmsearch,2001,pl,2001,0,Switzerland
MOBL,1960,pl,1960,0,United States
MODCAP,1978,pl,1978,0,United States
MODLISP,1980,pl,1980,0,United States
MODSIM III,1996,pl,1996,0,United States
Modula-P,1992,pl,1992,0,Germany
Modula/R,1983,pl,1983,0,Switzerland
Modular Prolog,1992,pl,1992,0,United Kingdom
Molog,1987,pl,1987,0,France
MORPHISM,1965,pl,1965,0,France
MOUSE4,1978,pl,1978,0,United States
Moxie,1984,pl,1984,0,United States
MPGS,1972,pl,1972,0,Japan
MRDB,1976,pl,1976,0,United States
MS2,1967,pl,1967,0,United States
MSG.84,1985,pl,1985,0,United States
muFP,1984,pl,1984,0,United Kingdom
Mul-T,1989,pl,1989,0,United States
Multigame,1994,pl,1994,0,The Netherlands
MUMS,1976,pl,1976,0,Austria
MUNIN,1989,pl,1989,0,Denmark
MuSimp,1978,pl,1978,0,United States
MVL,1993,pl,1993,0,United States
NAPSS,1965,pl,1965,0,United States
NARPL,1989,pl,1989,0,United States
Nassi-Shneiderman charts,1972,pl,1972,0,United States
NSS,1999,binaryDataFormat,1999,0,United States
NDL,2007,pl,2007,0,United States
NEATER 2,1968,linter,1968,0,United States
Ness,1989,pl,1989,0,United States
Netform,1974,pl,1974,0,The Netherlands
Network Control Language,1978,pl,1978,0,United States
NeuronC,1992,pl,1992,0,United States
NFQL,1989,pl,1989,0,United States
NIKL,1986,pl,1986,0,United States
NOAH,1982,pl,1982,0,Former West Germany or Federal Republic of Germany
Noodle,1993,pl,1993,0,United States
NOP-2,2001,pl,2001,0,Austria
NPL,1963,pl,1963,0,United States
Numerica,1997,pl,1997,0,United States
Oaklisp,1986,pl,1986,0,United States
oasis-operating-system,1977,os,1977,0,United States
OBJ2,1984,pl,1984,0,United States
Objectcharts,1992,pl,1992,0,Germany
ObjectWorld,1993,pl,1993,0,Austria
ObjVProlog,1989,pl,1989,0,France and Canada
OBSCURE,1985,pl,1985,0,Germany
Occam 2,1987,pl,1987,0,United Kingdom
Octopus,1993,pl,1993,0,Australia
O'Haskell,2002,pl,2002,0,United States
OLGA,1985,pl,1985,0,Canada
OLI,1997,pl,1997,0,Hong Kong (SAR) and United Kingdom
OMNIMARK,1980,pl,1980,0,Canada
OMNITAB 80,1980,pl,1980,0,United States
OOPAL,2002,pl,2002,0,Switzerland
OpenMusic,2019,pl,2019,0,France
OPS-3,1965,pl,1965,0,United States
OPS,1970,pl,1970,0,United States
OREGANO,1969,pl,1969,0,United States
Orlog,1992,pl,1992,0,United States and Canada
OSIRIS,1970,pl,1970,0,United States
OSL/2,1970,pl,1970,0,United States
Ottawa Euclid,1984,pl,1984,0,Canada
Otter,1988,pl,1988,0,United States
OWL DL,2007,xmlFormat,2007,0,United States
P-Prolog,1986,pl,1986,0,Japan
P-TAC,1989,pl,1989,0,United States
P3L,1998,pl,1998,0,Italy
PACOL,1974,pl,1974,0,United States
PADL-1,1978,pl,1978,0,United States
PaiLisp,1986,pl,1986,0,United States
Palingol,1996,pl,1996,0,France
PANCODE,1982,pl,1982,0,Canada
PANON-1,1963,pl,1963,0,Italy
PANON-1B,1965,pl,1965,0,Italy
Parallel ELLPACK,1983,pl,1983,0,United States
Parallel Pascal,1984,pl,1984,0,United States
ParaLog_e,1997,pl,1997,0,Brazil
ParMod,1987,pl,1987,0,Germany
Pascal Plus,1979,pl,1979,0,N. Ireland
Pascal-SC,1982,pl,1982,0,Germany
PASION,1986,pl,1986,0,Mexico
PASRO,1985,pl,1985,0,Germany
Path Pascal,1978,pl,1978,0,United States
PCN,1992,pl,1992,0,United States
PCOL,1986,pl,1986,0,The Netherlands
pC++,1991,pl,1991,0,France and United States
Partial Differential Equation Language,1968,pl,1968,0,United States
PDL/Ada,1981,pl,1981,0,United States
PDL,1973,pl,1973,0,United States
Pebble,1984,pl,1984,0,United States and Scotland
PEI,1994,pl,1994,0,France
PEP,1984,pl,1984,0,The Netherlands
PFORT,1975,pl,1975,0,United States
Pfortran,1992,pl,1992,0,United States
pGOLOG,2000,pl,2000,0,Germany
PHYSICTRAN,1971,pl,1971,0,France
Pi Calculus,1991,pl,1991,0,France
PICTOL,1975,pl,1975,0,United States
PICTUREBALM,1980,pl,1980,0,United States
PiLib,2002,pl,2002,0,Switzerland
PL/EXUS,1973,pl,1973,0,United States
PLANIT,1967,pl,1967,0,United States
PLANNER-73,1973,pl,1973,0,United States
Playground,1989,pl,1989,0,United States
Pocket Smalltalk,1999,pl,1999,0,Canada
POGOL,1973,pl,1973,0,United States
POLAC,1975,pl,1975,0,United States
Polylith,1983,pl,1983,0,United States
PolyP,1997,pl,1997,0,Sweden
PolyTOIL,1994,pl,1994,0,Canada
POPSY,1986,pl,1986,0,Germany
PORT-ALG,1973,pl,1973,0,United States
PRAXIS,1980,pl,1980,0,United States
PRESTO,1987,pl,1987,0,United States
Principle of sufficient reason,1975,pl,1975,0,United States
PRISM,1983,pl,1983,0,United States
Prisma Schema Language,2019,idl,2019,0,Germany
PROCOL,1991,pl,1991,0,The Netherlands
PROGRES,1991,pl,1991,0,Germany
Prolog-D-Linda,1990,pl,1990,0,Australia
Prolog-ELF,1985,pl,1985,0,Japan
Prolog III,1984,pl,1984,0,France
Prolog/KR,1984,pl,1984,0,Japan
Prolog-Linda,1989,pl,1989,0,Australia
PROPLAN,1977,pl,1977,0,United States
PROTOS-L,1989,pl,1989,0,Germany
PROW,1969,pl,1969,0,United States
pSather,1991,pl,1991,0,Germany
PSG,1969,pl,1969,0,United States
PSL,1979,pl,1979,0,United States
PT,1983,pl,1983,0,World
PUMPKIN,1974,pl,1974,0,United States
Q-GERT,1979,pl,1979,0,United States
QA4,1967,pl,1967,0,United State
QLISP,1988,pl,1988,0,United States
Qunity,2022,pl,2022,0,United States
Quty,1984,pl,1984,0,Japan
rbasic,1985,pl,1985,0,United States
REC/SM,1980,pl,1980,0,United States
RECOL,1963,pl,1963,0,United States
REF-ARF,1970,pl,1970,0,United States
RefLisp,1988,pl,1988,0,United States
REGENT,1971,pl,1971,0,Germany
Relationlog,2001,pl,2001,0,Canada
RELFUN,1986,pl,1986,0,Germany
RF-Maple,1984,pl,1984,0,Canada
RHET,1990,pl,1990,0,United States
RIGAL,1987,pl,1987,0,Former USSR or Latvia
ROL,1996,pl,1996,0,Canada
ROL2,1999,pl,1999,0,Canada
S-Snobol,1978,pl,1978,0,World
SHOE,2000,pl,2000,0,World
SIL,1990,pl,1990,0,World
sina,1989,pl,1989,0,World
SSL,1994,protocol,1994,0,World
Static Typescript,2019,pl,2019,0,World
SURGE,1958,pl,1958,0,World
taktentus,2015,esolang,2015,0,World
VoxML,1998,pl,1998,0,World
Very Tiny Language,1976,pl,1976,0,World
wizml,1997,pl,1997,0,World
Wolontis-Bell Interpreter,1955,pl,1955,0,World
xl,1977,pl,1977,0,World
XQL,1999,queryLanguage,1999,0,World
